"","model","parameters","replicate","simulation","noise","value"
"1209","Myers","B","9","1","0.01",0.947718631178707
"1210","Myers","B","10","1","0.01",0.947619047619048
"1211","Myers","B","11","1","0.01",0.946717411988582
"1212","Myers","B","12","1","0.01",0.946768060836502
"1213","Myers","B","13","1","0.01",0.946615824594852
"1214","Myers","B","14","1","0.01",0.946411483253588
"1215","Myers","B","15","1","0.01",0.945765937202664
"1216","Myers","B","16","1","0.01",0.946768060836502
"1217","Myers","B","17","1","0.01",0.948571428571429
"1218","Myers","B","18","1","0.01",0.949571836346337
"1219","Myers","B","19","1","0.01",0.948717948717949
"1220","Myers","B","20","1","0.01",0.946717411988582
"1221","Myers","B","21","1","0.01",0.947569113441373
"1222","Myers","B","22","1","0.01",0.94681861348528
"1223","Myers","B","23","1","0.01",0.948669201520913
"1224","Myers","B","24","1","0.01",0.945558739255014
"1225","Myers","B","25","1","0.01",0.947817836812144
"1226","Myers","B","26","1","0.01",0.94681861348528
"1227","Myers","B","27","1","0.01",0.947119924457035
"1228","Myers","B","28","1","0.01",0.945402298850575
"1229","Myers","B","29","1","0.01",0.946768060836502
"1230","Myers","B","30","1","0.01",0.949763033175355
"1231","Myers","B","31","1","0.01",0.947668886774501
"1232","Myers","B","32","1","0.01",0.947768281101614
"1233","Myers","B","33","1","0.01",0.948522402287893
"1234","Myers","B","34","1","0.01",0.947569113441373
"1235","Myers","B","35","1","0.01",0.947619047619048
"1236","Myers","B","36","1","0.01",0.945868945868946
"1237","Myers","B","37","1","0.01",0.946615824594852
"1238","Myers","B","38","1","0.01",0.947965941343425
"1239","Myers","B","39","1","0.01",0.947519083969466
"1240","Myers","B","40","1","0.01",0.948522402287893
"1241","Myers","B","41","1","0.01",0.948620361560419
"1242","Myers","B","42","1","0.01",0.947619047619048
"1243","Myers","B","43","1","0.01",0.946666666666667
"1244","Myers","B","44","1","0.01",0.946717411988582
"1245","Myers","B","45","1","0.01",0.947718631178707
"1246","Myers","B","46","1","0.01",0.947668886774501
"1247","Myers","B","47","1","0.01",0.948620361560419
"1248","Myers","B","48","1","0.01",0.948815165876777
"1249","Myers","B","49","1","0.01",0.946768060836502
"1250","Myers","B","50","1","0.01",0.947817836812144
"1251","Myers","B","51","1","0.01",0.948717948717949
"1252","Myers","B","52","1","0.01",0.947368421052632
"1253","Myers","B","53","1","0.01",0.946564885496183
"1254","Myers","B","54","1","0.01",0.94681861348528
"1255","Myers","B","55","1","0.01",0.946869070208729
"1256","Myers","B","56","1","0.01",0.947768281101614
"1257","Myers","B","57","1","0.01",0.947668886774501
"1258","Myers","B","58","1","0.01",0.947718631178707
"1259","Myers","B","59","1","0.01",0.949667616334283
"1260","Myers","B","60","1","0.01",0.947916666666667
"1261","Myers","B","61","1","0.01",0.947768281101614
"1262","Myers","B","62","1","0.01",0.947569113441373
"1263","Myers","B","63","1","0.01",0.947119924457035
"1264","Myers","B","64","1","0.01",0.946919431279621
"1265","Myers","B","65","1","0.01",0.947569113441373
"1266","Myers","B","66","1","0.01",0.946869070208729
"1267","Myers","B","67","1","0.01",0.946768060836502
"1268","Myers","B","68","1","0.01",0.946073793755913
"1269","Myers","B","69","1","0.01",0.947668886774501
"1270","Myers","B","70","1","0.01",0.94681861348528
"1271","Myers","B","71","1","0.01",0.948424068767908
"1272","Myers","B","72","1","0.01",0.947817836812144
"1273","Myers","B","73","1","0.01",0.947768281101614
"1274","Myers","B","74","1","0.01",0.947668886774501
"1275","Myers","B","75","1","0.01",0.947668886774501
"1276","Myers","B","76","1","0.01",0.946513849092646
"1277","Myers","B","77","1","0.01",0.945454545454545
"1278","Myers","B","78","1","0.01",0.947619047619048
"1279","Myers","B","79","1","0.01",0.946969696969697
"1280","Myers","B","80","1","0.01",0.946564885496183
"1281","Myers","B","81","1","0.01",0.946869070208729
"1282","Myers","B","82","1","0.01",0.946513849092646
"1283","Myers","B","83","1","0.01",0.946717411988582
"1284","Myers","B","84","1","0.01",0.949571836346337
"1285","Myers","B","85","1","0.01",0.946666666666667
"1286","Myers","B","86","1","0.01",0.947668886774501
"1287","Myers","B","87","1","0.01",0.946717411988582
"1288","Myers","B","88","1","0.01",0.947668886774501
"1289","Myers","B","89","1","0.01",0.948669201520913
"1290","Myers","B","90","1","0.01",0.947668886774501
"1291","Myers","B","91","1","0.01",0.94681861348528
"1292","Myers","B","92","1","0.01",0.946768060836502
"1293","Myers","B","93","1","0.01",0.946615824594852
"1294","Myers","B","94","1","0.01",0.948424068767908
"1295","Myers","B","95","1","0.01",0.947916666666667
"1296","Myers","B","96","1","0.01",0.947867298578199
"1297","Myers","B","97","1","0.01",0.949619771863118
"1298","Myers","B","98","1","0.01",0.944656488549618
"1299","Myers","B","99","1","0.01",0.947718631178707
"1300","Myers","B","100","1","0.01",0.947569113441373
"1301","Myers","B","1","2","0.01",0.947768281101614
"1302","Myers","B","2","2","0.01",0.947867298578199
"1303","Myers","B","3","2","0.01",0.948473282442748
"1304","Myers","B","4","2","0.01",0.948669201520913
"1305","Myers","B","5","2","0.01",0.948620361560419
"1306","Myers","B","6","2","0.01",0.947718631178707
"1307","Myers","B","7","2","0.01",0.947867298578199
"1308","Myers","B","8","2","0.01",0.947619047619048
"1309","Myers","B","9","2","0.01",0.947718631178707
"1310","Myers","B","10","2","0.01",0.948571428571429
"1311","Myers","B","11","2","0.01",0.947668886774501
"1312","Myers","B","12","2","0.01",0.946768060836502
"1313","Myers","B","13","2","0.01",0.947569113441373
"1314","Myers","B","14","2","0.01",0.946411483253588
"1315","Myers","B","15","2","0.01",0.947668886774501
"1316","Myers","B","16","2","0.01",0.947718631178707
"1317","Myers","B","17","2","0.01",0.94952380952381
"1318","Myers","B","18","2","0.01",0.949571836346337
"1319","Myers","B","19","2","0.01",0.948717948717949
"1320","Myers","B","20","2","0.01",0.948620361560419
"1321","Myers","B","21","2","0.01",0.948522402287893
"1322","Myers","B","22","2","0.01",0.947768281101614
"1323","Myers","B","23","2","0.01",0.948669201520913
"1324","Myers","B","24","2","0.01",0.945558739255014
"1325","Myers","B","25","2","0.01",0.94876660341556
"1326","Myers","B","26","2","0.01",0.94681861348528
"1327","Myers","B","27","2","0.01",0.949008498583569
"1328","Myers","B","28","2","0.01",0.946360153256705
"1329","Myers","B","29","2","0.01",0.946768060836502
"1330","Myers","B","30","2","0.01",0.949763033175355
"1331","Myers","B","31","2","0.01",0.947668886774501
"1332","Myers","B","32","2","0.01",0.949667616334283
"1333","Myers","B","33","2","0.01",0.948522402287893
"1334","Myers","B","34","2","0.01",0.948522402287893
"1335","Myers","B","35","2","0.01",0.948571428571429
"1336","Myers","B","36","2","0.01",0.94681861348528
"1337","Myers","B","37","2","0.01",0.947569113441373
"1338","Myers","B","38","2","0.01",0.949858088930937
"1339","Myers","B","39","2","0.01",0.947519083969466
"1340","Myers","B","40","2","0.01",0.949475691134414
"1341","Myers","B","41","2","0.01",0.948620361560419
"1342","Myers","B","42","2","0.01",0.947619047619048
"1343","Myers","B","43","2","0.01",0.946666666666667
"1344","Myers","B","44","2","0.01",0.947668886774501
"1345","Myers","B","45","2","0.01",0.948669201520913
"1346","Myers","B","46","2","0.01",0.947668886774501
"1347","Myers","B","47","2","0.01",0.948620361560419
"1348","Myers","B","48","2","0.01",0.948815165876777
"1349","Myers","B","49","2","0.01",0.948669201520913
"1350","Myers","B","50","2","0.01",0.947817836812144
"1351","Myers","B","51","2","0.01",0.949667616334283
"1352","Myers","B","52","2","0.01",0.947368421052632
"1353","Myers","B","53","2","0.01",0.946564885496183
"1354","Myers","B","54","2","0.01",0.947768281101614
"1355","Myers","B","55","2","0.01",0.946869070208729
"1356","Myers","B","56","2","0.01",0.948717948717949
"1357","Myers","B","57","2","0.01",0.947668886774501
"1358","Myers","B","58","2","0.01",0.948669201520913
"1359","Myers","B","59","2","0.01",0.951566951566952
"1360","Myers","B","60","2","0.01",0.948863636363636
"1361","Myers","B","61","2","0.01",0.949667616334283
"1362","Myers","B","62","2","0.01",0.947569113441373
"1363","Myers","B","63","2","0.01",0.950897072710104
"1364","Myers","B","64","2","0.01",0.947867298578199
"1365","Myers","B","65","2","0.01",0.947569113441373
"1366","Myers","B","66","2","0.01",0.947817836812144
"1367","Myers","B","67","2","0.01",0.947718631178707
"1368","Myers","B","68","2","0.01",0.947965941343425
"1369","Myers","B","69","2","0.01",0.947668886774501
"1370","Myers","B","70","2","0.01",0.94681861348528
"1371","Myers","B","71","2","0.01",0.948424068767908
"1372","Myers","B","72","2","0.01",0.94876660341556
"1373","Myers","B","73","2","0.01",0.947768281101614
"1374","Myers","B","74","2","0.01",0.948620361560419
"1375","Myers","B","75","2","0.01",0.947668886774501
"1376","Myers","B","76","2","0.01",0.946513849092646
"1377","Myers","B","77","2","0.01",0.945454545454545
"1378","Myers","B","78","2","0.01",0.947619047619048
"1379","Myers","B","79","2","0.01",0.946969696969697
"1380","Myers","B","80","2","0.01",0.946564885496183
"1381","Myers","B","81","2","0.01",0.947817836812144
"1382","Myers","B","82","2","0.01",0.946513849092646
"1383","Myers","B","83","2","0.01",0.948620361560419
"1384","Myers","B","84","2","0.01",0.949571836346337
"1385","Myers","B","85","2","0.01",0.947619047619048
"1386","Myers","B","86","2","0.01",0.947668886774501
"1387","Myers","B","87","2","0.01",0.947668886774501
"1388","Myers","B","88","2","0.01",0.948620361560419
"1389","Myers","B","89","2","0.01",0.948669201520913
"1390","Myers","B","90","2","0.01",0.947668886774501
"1391","Myers","B","91","2","0.01",0.94681861348528
"1392","Myers","B","92","2","0.01",0.947718631178707
"1393","Myers","B","93","2","0.01",0.947569113441373
"1394","Myers","B","94","2","0.01",0.948424068767908
"1395","Myers","B","95","2","0.01",0.948863636363636
"1396","Myers","B","96","2","0.01",0.948815165876777
"1397","Myers","B","97","2","0.01",0.949619771863118
"1398","Myers","B","98","2","0.01",0.945610687022901
"1399","Myers","B","99","2","0.01",0.947718631178707
"1400","Myers","B","100","2","0.01",0.947569113441373
"1401","Myers","B","1","3","0.01",0.947768281101614
"1402","Myers","B","2","3","0.01",0.946919431279621
"1403","Myers","B","3","3","0.01",0.947519083969466
"1404","Myers","B","4","3","0.01",0.947718631178707
"1405","Myers","B","5","3","0.01",0.947668886774501
"1406","Myers","B","6","3","0.01",0.947718631178707
"1407","Myers","B","7","3","0.01",0.947867298578199
"1408","Myers","B","8","3","0.01",0.947619047619048
"1409","Myers","B","9","3","0.01",0.947718631178707
"1410","Myers","B","10","3","0.01",0.947619047619048
"1411","Myers","B","11","3","0.01",0.946717411988582
"1412","Myers","B","12","3","0.01",0.946768060836502
"1413","Myers","B","13","3","0.01",0.946615824594852
"1414","Myers","B","14","3","0.01",0.946411483253588
"1415","Myers","B","15","3","0.01",0.945765937202664
"1416","Myers","B","16","3","0.01",0.946768060836502
"1417","Myers","B","17","3","0.01",0.948571428571429
"1418","Myers","B","18","3","0.01",0.949571836346337
"1419","Myers","B","19","3","0.01",0.948717948717949
"1420","Myers","B","20","3","0.01",0.946717411988582
"1421","Myers","B","21","3","0.01",0.947569113441373
"1422","Myers","B","22","3","0.01",0.94681861348528
"1423","Myers","B","23","3","0.01",0.948669201520913
"1424","Myers","B","24","3","0.01",0.945558739255014
"1425","Myers","B","25","3","0.01",0.947817836812144
"1426","Myers","B","26","3","0.01",0.94681861348528
"1427","Myers","B","27","3","0.01",0.947119924457035
"1428","Myers","B","28","3","0.01",0.945402298850575
"1429","Myers","B","29","3","0.01",0.946768060836502
"1430","Myers","B","30","3","0.01",0.949763033175355
"1431","Myers","B","31","3","0.01",0.947668886774501
"1432","Myers","B","32","3","0.01",0.947768281101614
"1433","Myers","B","33","3","0.01",0.948522402287893
"1434","Myers","B","34","3","0.01",0.947569113441373
"1435","Myers","B","35","3","0.01",0.947619047619048
"1436","Myers","B","36","3","0.01",0.945868945868946
"1437","Myers","B","37","3","0.01",0.946615824594852
"1438","Myers","B","38","3","0.01",0.947965941343425
"1439","Myers","B","39","3","0.01",0.947519083969466
"1440","Myers","B","40","3","0.01",0.948522402287893
"1441","Myers","B","41","3","0.01",0.948620361560419
"1442","Myers","B","42","3","0.01",0.947619047619048
"1443","Myers","B","43","3","0.01",0.946666666666667
"1444","Myers","B","44","3","0.01",0.946717411988582
"1445","Myers","B","45","3","0.01",0.947718631178707
"1446","Myers","B","46","3","0.01",0.947668886774501
"1447","Myers","B","47","3","0.01",0.948620361560419
"1448","Myers","B","48","3","0.01",0.948815165876777
"1449","Myers","B","49","3","0.01",0.946768060836502
"1450","Myers","B","50","3","0.01",0.947817836812144
"1451","Myers","B","51","3","0.01",0.948717948717949
"1452","Myers","B","52","3","0.01",0.947368421052632
"1453","Myers","B","53","3","0.01",0.946564885496183
"1454","Myers","B","54","3","0.01",0.94681861348528
"1455","Myers","B","55","3","0.01",0.946869070208729
"1456","Myers","B","56","3","0.01",0.947768281101614
"1457","Myers","B","57","3","0.01",0.947668886774501
"1458","Myers","B","58","3","0.01",0.947718631178707
"1459","Myers","B","59","3","0.01",0.949667616334283
"1460","Myers","B","60","3","0.01",0.947916666666667
"1461","Myers","B","61","3","0.01",0.947768281101614
"1462","Myers","B","62","3","0.01",0.947569113441373
"1463","Myers","B","63","3","0.01",0.947119924457035
"1464","Myers","B","64","3","0.01",0.946919431279621
"1465","Myers","B","65","3","0.01",0.947569113441373
"1466","Myers","B","66","3","0.01",0.946869070208729
"1467","Myers","B","67","3","0.01",0.946768060836502
"1468","Myers","B","68","3","0.01",0.946073793755913
"1469","Myers","B","69","3","0.01",0.947668886774501
"1470","Myers","B","70","3","0.01",0.94681861348528
"1471","Myers","B","71","3","0.01",0.948424068767908
"1472","Myers","B","72","3","0.01",0.947817836812144
"1473","Myers","B","73","3","0.01",0.947768281101614
"1474","Myers","B","74","3","0.01",0.947668886774501
"1475","Myers","B","75","3","0.01",0.947668886774501
"1476","Myers","B","76","3","0.01",0.946513849092646
"1477","Myers","B","77","3","0.01",0.945454545454545
"1478","Myers","B","78","3","0.01",0.947619047619048
"1479","Myers","B","79","3","0.01",0.946969696969697
"1480","Myers","B","80","3","0.01",0.946564885496183
"1481","Myers","B","81","3","0.01",0.946869070208729
"1482","Myers","B","82","3","0.01",0.946513849092646
"1483","Myers","B","83","3","0.01",0.946717411988582
"1484","Myers","B","84","3","0.01",0.949571836346337
"1485","Myers","B","85","3","0.01",0.946666666666667
"1486","Myers","B","86","3","0.01",0.947668886774501
"1487","Myers","B","87","3","0.01",0.946717411988582
"1488","Myers","B","88","3","0.01",0.947668886774501
"1489","Myers","B","89","3","0.01",0.948669201520913
"1490","Myers","B","90","3","0.01",0.947668886774501
"1491","Myers","B","91","3","0.01",0.94681861348528
"1492","Myers","B","92","3","0.01",0.946768060836502
"1493","Myers","B","93","3","0.01",0.946615824594852
"1494","Myers","B","94","3","0.01",0.948424068767908
"1495","Myers","B","95","3","0.01",0.947916666666667
"1496","Myers","B","96","3","0.01",0.947867298578199
"1497","Myers","B","97","3","0.01",0.949619771863118
"1498","Myers","B","98","3","0.01",0.944656488549618
"1499","Myers","B","99","3","0.01",0.947718631178707
"1500","Myers","B","100","3","0.01",0.947569113441373
"1501","Myers","B","1","1","0.05",0.924599434495759
"1502","Myers","B","2","1","0.05",0.928104575163399
"1503","Myers","B","3","1","0.05",0.922854387656702
"1504","Myers","B","4","1","0.05",0.925260170293283
"1505","Myers","B","5","1","0.05",0.92314990512334
"1506","Myers","B","6","1","0.05",0.925118483412322
"1507","Myers","B","7","1","0.05",0.928104575163399
"1508","Myers","B","8","1","0.05",0.924546322827125
"1509","Myers","B","9","1","0.05",0.925118483412322
"1510","Myers","B","10","1","0.05",0.922562141491396
"1511","Myers","B","11","1","0.05",0.923954372623574
"1512","Myers","B","12","1","0.05",0.924170616113744
"1513","Myers","B","13","1","0.05",0.922413793103448
"1514","Myers","B","14","1","0.05",0.918866080156403
"1515","Myers","B","15","1","0.05",0.922857142857143
"1516","Myers","B","16","1","0.05",0.924385633270321
"1517","Myers","B","17","1","0.05",0.925501432664756
"1518","Myers","B","18","1","0.05",0.92490494296578
"1519","Myers","B","19","1","0.05",0.926484448633365
"1520","Myers","B","20","1","0.05",0.922127255460589
"1521","Myers","B","21","1","0.05",0.922190201729107
"1522","Myers","B","22","1","0.05",0.926275992438563
"1523","Myers","B","23","1","0.05",0.924098671726755
"1524","Myers","B","24","1","0.05",0.921282798833819
"1525","Myers","B","25","1","0.05",0.928705440900563
"1526","Myers","B","26","1","0.05",0.925401322001889
"1527","Myers","B","27","1","0.05",0.929357798165138
"1528","Myers","B","28","1","0.05",0.918226600985222
"1529","Myers","B","29","1","0.05",0.923368022705771
"1530","Myers","B","30","1","0.05",0.927374301675978
"1531","Myers","B","31","1","0.05",0.92373689227836
"1532","Myers","B","32","1","0.05",0.924741298212606
"1533","Myers","B","33","1","0.05",0.923371647509579
"1534","Myers","B","34","1","0.05",0.923224568138196
"1535","Myers","B","35","1","0.05",0.924546322827125
"1536","Myers","B","36","1","0.05",0.924599434495759
"1537","Myers","B","37","1","0.05",0.925
"1538","Myers","B","38","1","0.05",0.926919518963922
"1539","Myers","B","39","1","0.05",0.922040423484119
"1540","Myers","B","40","1","0.05",0.921229586935639
"1541","Myers","B","41","1","0.05",0.923076923076923
"1542","Myers","B","42","1","0.05",0.923664122137405
"1543","Myers","B","43","1","0.05",0.922562141491396
"1544","Myers","B","44","1","0.05",0.92197906755471
"1545","Myers","B","45","1","0.05",0.926275992438563
"1546","Myers","B","46","1","0.05",0.923003802281369
"1547","Myers","B","47","1","0.05",0.925855513307985
"1548","Myers","B","48","1","0.05",0.929170549860205
"1549","Myers","B","49","1","0.05",0.923222748815166
"1550","Myers","B","50","1","0.05",0.925891181988743
"1551","Myers","B","51","1","0.05",0.926345609065156
"1552","Myers","B","52","1","0.05",0.920743639921722
"1553","Myers","B","53","1","0.05",0.922928709055877
"1554","Myers","B","54","1","0.05",0.925751879699248
"1555","Myers","B","55","1","0.05",0.926691729323308
"1556","Myers","B","56","1","0.05",0.928504233301976
"1557","Myers","B","57","1","0.05",0.924976258309592
"1558","Myers","B","58","1","0.05",0.927358490566038
"1559","Myers","B","59","1","0.05",0.925821596244132
"1560","Myers","B","60","1","0.05",0.928372093023256
"1561","Myers","B","61","1","0.05",0.925471698113208
"1562","Myers","B","62","1","0.05",0.924256951102589
"1563","Myers","B","63","1","0.05",0.929357798165138
"1564","Myers","B","64","1","0.05",0.928104575163399
"1565","Myers","B","65","1","0.05",0.925287356321839
"1566","Myers","B","66","1","0.05",0.926829268292683
"1567","Myers","B","67","1","0.05",0.926206244087039
"1568","Myers","B","68","1","0.05",0.929694727104533
"1569","Myers","B","69","1","0.05",0.92687559354226
"1570","Myers","B","70","1","0.05",0.925401322001889
"1571","Myers","B","71","1","0.05",0.921435499515034
"1572","Myers","B","72","1","0.05",0.928838951310861
"1573","Myers","B","73","1","0.05",0.926415094339623
"1574","Myers","B","74","1","0.05",0.924761904761905
"1575","Myers","B","75","1","0.05",0.92197906755471
"1576","Myers","B","76","1","0.05",0.920465567410281
"1577","Myers","B","77","1","0.05",0.921875
"1578","Myers","B","78","1","0.05",0.922562141491396
"1579","Myers","B","79","1","0.05",0.928571428571429
"1580","Myers","B","80","1","0.05",0.922928709055877
"1581","Myers","B","81","1","0.05",0.924882629107981
"1582","Myers","B","82","1","0.05",0.920388349514563
"1583","Myers","B","83","1","0.05",0.923809523809524
"1584","Myers","B","84","1","0.05",0.923954372623574
"1585","Myers","B","85","1","0.05",0.922562141491396
"1586","Myers","B","86","1","0.05",0.924690181124881
"1587","Myers","B","87","1","0.05",0.923882017126546
"1588","Myers","B","88","1","0.05",0.923954372623574
"1589","Myers","B","89","1","0.05",0.926275992438563
"1590","Myers","B","90","1","0.05",0.923954372623574
"1591","Myers","B","91","1","0.05",0.924670433145009
"1592","Myers","B","92","1","0.05",0.923222748815166
"1593","Myers","B","93","1","0.05",0.922115384615384
"1594","Myers","B","94","1","0.05",0.920465567410281
"1595","Myers","B","95","1","0.05",0.927441860465116
"1596","Myers","B","96","1","0.05",0.926305970149254
"1597","Myers","B","97","1","0.05",0.9234404536862
"1598","Myers","B","98","1","0.05",0.923965351299326
"1599","Myers","B","99","1","0.05",0.926275992438563
"1600","Myers","B","100","1","0.05",0.921229586935639
"1601","Myers","B","1","2","0.05",0.879359095193214
"1602","Myers","B","2","2","0.05",0.880485527544351
"1603","Myers","B","3","2","0.05",0.875602700096432
"1604","Myers","B","4","2","0.05",0.878902554399243
"1605","Myers","B","5","2","0.05",0.878557874762808
"1606","Myers","B","6","2","0.05",0.87867298578199
"1607","Myers","B","7","2","0.05",0.877684407096172
"1608","Myers","B","8","2","0.05",0.87774594078319
"1609","Myers","B","9","2","0.05",0.877725118483412
"1610","Myers","B","10","2","0.05",0.879541108986616
"1611","Myers","B","11","2","0.05",0.878326996197719
"1612","Myers","B","12","2","0.05",0.877725118483412
"1613","Myers","B","13","2","0.05",0.876436781609195
"1614","Myers","B","14","2","0.05",0.877810361681329
"1615","Myers","B","15","2","0.05",0.880952380952381
"1616","Myers","B","16","2","0.05",0.880907372400756
"1617","Myers","B","17","2","0.05",0.879656160458453
"1618","Myers","B","18","2","0.05",0.879277566539924
"1619","Myers","B","19","2","0.05",0.88124410933082
"1620","Myers","B","20","2","0.05",0.88034188034188
"1621","Myers","B","21","2","0.05",0.876080691642651
"1622","Myers","B","22","2","0.05",0.880907372400756
"1623","Myers","B","23","2","0.05",0.878557874762808
"1624","Myers","B","24","2","0.05",0.875607385811467
"1625","Myers","B","25","2","0.05",0.878048780487805
"1626","Myers","B","26","2","0.05",0.880075542965061
"1627","Myers","B","27","2","0.05",0.881651376146789
"1628","Myers","B","28","2","0.05",0.875862068965517
"1629","Myers","B","29","2","0.05",0.877956480605487
"1630","Myers","B","30","2","0.05",0.881750465549348
"1631","Myers","B","31","2","0.05",0.878932316491897
"1632","Myers","B","32","2","0.05",0.878645343367827
"1633","Myers","B","33","2","0.05",0.876436781609195
"1634","Myers","B","34","2","0.05",0.877159309021113
"1635","Myers","B","35","2","0.05",0.880611270296084
"1636","Myers","B","36","2","0.05",0.878416588124411
"1637","Myers","B","37","2","0.05",0.875961538461538
"1638","Myers","B","38","2","0.05",0.884366327474561
"1639","Myers","B","39","2","0.05",0.872954764196343
"1640","Myers","B","40","2","0.05",0.878001921229587
"1641","Myers","B","41","2","0.05",0.879392212725546
"1642","Myers","B","42","2","0.05",0.877862595419847
"1643","Myers","B","43","2","0.05",0.875717017208413
"1644","Myers","B","44","2","0.05",0.879162702188392
"1645","Myers","B","45","2","0.05",0.879962192816635
"1646","Myers","B","46","2","0.05",0.877376425855513
"1647","Myers","B","47","2","0.05",0.877376425855513
"1648","Myers","B","48","2","0.05",0.883504193849021
"1649","Myers","B","49","2","0.05",0.879620853080569
"1650","Myers","B","50","2","0.05",0.879924953095685
"1651","Myers","B","51","2","0.05",0.880075542965061
"1652","Myers","B","52","2","0.05",0.87573385518591
"1653","Myers","B","53","2","0.05",0.875722543352601
"1654","Myers","B","54","2","0.05",0.878759398496241
"1655","Myers","B","55","2","0.05",0.87781954887218
"1656","Myers","B","56","2","0.05",0.878645343367827
"1657","Myers","B","57","2","0.05",0.879392212725546
"1658","Myers","B","58","2","0.05",0.877358490566038
"1659","Myers","B","59","2","0.05",0.88075117370892
"1660","Myers","B","60","2","0.05",0.88
"1661","Myers","B","61","2","0.05",0.877358490566038
"1662","Myers","B","62","2","0.05",0.879194630872483
"1663","Myers","B","63","2","0.05",0.884403669724771
"1664","Myers","B","64","2","0.05",0.879551820728291
"1665","Myers","B","65","2","0.05",0.880268199233716
"1666","Myers","B","66","2","0.05",0.877110694183865
"1667","Myers","B","67","2","0.05",0.881740775780511
"1668","Myers","B","68","2","0.05",0.886216466234968
"1669","Myers","B","69","2","0.05",0.876543209876543
"1670","Myers","B","70","2","0.05",0.876298394711993
"1671","Myers","B","71","2","0.05",0.874878758486906
"1672","Myers","B","72","2","0.05",0.882022471910112
"1673","Myers","B","73","2","0.05",0.878301886792453
"1674","Myers","B","74","2","0.05",0.88
"1675","Myers","B","75","2","0.05",0.875356803044719
"1676","Myers","B","76","2","0.05",0.875848690591659
"1677","Myers","B","77","2","0.05",0.8779296875
"1678","Myers","B","78","2","0.05",0.874760994263862
"1679","Myers","B","79","2","0.05",0.88404452690167
"1680","Myers","B","80","2","0.05",0.875722543352601
"1681","Myers","B","81","2","0.05",0.87887323943662
"1682","Myers","B","82","2","0.05",0.87378640776699
"1683","Myers","B","83","2","0.05",0.878095238095238
"1684","Myers","B","84","2","0.05",0.877376425855513
"1685","Myers","B","85","2","0.05",0.878585086042065
"1686","Myers","B","86","2","0.05",0.877979027645376
"1687","Myers","B","87","2","0.05",0.877259752616556
"1688","Myers","B","88","2","0.05",0.878326996197719
"1689","Myers","B","89","2","0.05",0.877126654064272
"1690","Myers","B","90","2","0.05",0.877376425855513
"1691","Myers","B","91","2","0.05",0.876647834274953
"1692","Myers","B","92","2","0.05",0.877725118483412
"1693","Myers","B","93","2","0.05",0.876923076923077
"1694","Myers","B","94","2","0.05",0.873908826382153
"1695","Myers","B","95","2","0.05",0.88093023255814
"1696","Myers","B","96","2","0.05",0.877798507462687
"1697","Myers","B","97","2","0.05",0.879017013232514
"1698","Myers","B","98","2","0.05",0.87776708373436
"1699","Myers","B","99","2","0.05",0.880907372400756
"1700","Myers","B","100","2","0.05",0.877041306436119
"1701","Myers","B","1","3","0.05",0.873704052780396
"1702","Myers","B","2","3","0.05",0.874883286647993
"1703","Myers","B","3","3","0.05",0.868852459016393
"1704","Myers","B","4","3","0.05",0.87038789025544
"1705","Myers","B","5","3","0.05",0.870018975332068
"1706","Myers","B","6","3","0.05",0.872037914691943
"1707","Myers","B","7","3","0.05",0.873015873015873
"1708","Myers","B","8","3","0.05",0.872015281757402
"1709","Myers","B","9","3","0.05",0.870142180094787
"1710","Myers","B","10","3","0.05",0.869024856596558
"1711","Myers","B","11","3","0.05",0.868821292775665
"1712","Myers","B","12","3","0.05",0.872985781990521
"1713","Myers","B","13","3","0.05",0.868773946360153
"1714","Myers","B","14","3","0.05",0.862170087976539
"1715","Myers","B","15","3","0.05",0.869523809523809
"1716","Myers","B","16","3","0.05",0.869565217391304
"1717","Myers","B","17","3","0.05",0.87010506208214
"1718","Myers","B","18","3","0.05",0.870722433460076
"1719","Myers","B","19","3","0.05",0.873704052780396
"1720","Myers","B","20","3","0.05",0.870845204178537
"1721","Myers","B","21","3","0.05",0.869356388088376
"1722","Myers","B","22","3","0.05",0.873345935727788
"1723","Myers","B","23","3","0.05",0.872865275142315
"1724","Myers","B","24","3","0.05",0.863945578231293
"1725","Myers","B","25","3","0.05",0.873358348968105
"1726","Myers","B","26","3","0.05",0.871576959395656
"1727","Myers","B","27","3","0.05",0.877981651376147
"1728","Myers","B","28","3","0.05",0.863054187192118
"1729","Myers","B","29","3","0.05",0.87038789025544
"1730","Myers","B","30","3","0.05",0.876163873370577
"1731","Myers","B","31","3","0.05",0.868446139180172
"1732","Myers","B","32","3","0.05",0.873941674506115
"1733","Myers","B","33","3","0.05",0.868773946360153
"1734","Myers","B","34","3","0.05",0.870441458733205
"1735","Myers","B","35","3","0.05",0.872015281757402
"1736","Myers","B","36","3","0.05",0.87181903864279
"1737","Myers","B","37","3","0.05",0.870192307692308
"1738","Myers","B","38","3","0.05",0.876965772432932
"1739","Myers","B","39","3","0.05",0.869104908565929
"1740","Myers","B","40","3","0.05",0.868395773294909
"1741","Myers","B","41","3","0.05",0.871794871794872
"1742","Myers","B","42","3","0.05",0.870229007633588
"1743","Myers","B","43","3","0.05",0.869024856596558
"1744","Myers","B","44","3","0.05",0.871550903901047
"1745","Myers","B","45","3","0.05",0.870510396975425
"1746","Myers","B","46","3","0.05",0.871673003802281
